Elapsed time,EMG
00:06:581:336,559
00:06:582:340,539
00:06:583:344,600
00:06:584:348,560
00:06:585:348,558
00:06:586:352,543
00:06:587:356,549
00:06:588:356,543
00:06:589:360,548
00:06:590:364,549
00:06:591:364,562
00:06:592:368,573
00:06:593:372,568
00:06:594:376,582
00:06:595:376,577
00:06:596:380,599
00:06:597:384,557
00:06:598:384,549
00:06:599:388,543
00:06:600:392,547
00:06:601:392,543
00:06:602:396,543
00:06:603:400,551
00:06:604:400,547
00:06:605:404,580
00:06:606:404,549
00:06:607:408,559
00:06:608:412,559
00:06:609:412,575
00:06:610:416,547
00:06:611:420,547
00:06:612:420,545
00:06:613:420,563
00:06:614:424,570
00:06:615:424,560
00:06:616:428,622
00:06:617:428,567
00:06:618:432,578
00:06:619:436,561
00:06:620:436,571
00:06:621:440,551
00:06:622:440,543
00:06:623:444,539
00:06:624:444,543
00:06:625:448,562
00:06:626:448,553
00:06:627:452,597
00:06:628:452,570
00:06:629:456,621
00:06:630:456,553
00:06:631:456,562
00:06:632:460,543
00:06:633:464,553
00:06:634:464,548
00:06:635:468,571
00:06:636:468,561
00:06:637:472,556
00:06:638:472,561
00:06:639:476,575
00:06:640:476,560
00:06:641:476,541
00:06:642:476,543
00:06:643:480,536
00:06:644:484,548
00:06:645:484,537
00:06:646:484,556
00:06:647:492,556
00:06:648:492,561
00:06:649:492,601
00:06:650:496,588
00:06:651:496,591
00:06:652:496,569
00:06:653:500,560
00:06:654:500,568
00:06:655:504,547
00:06:656:504,567
00:06:657:508,568
00:06:658:508,575
00:06:659:508,555
00:06:660:512,617
00:06:661:512,554
00:06:662:512,574
00:06:663:512,545
00:06:664:516,551
00:06:665:520,572
00:06:666:520,542
00:06:667:524,540
00:06:668:524,554
00:06:669:524,567
00:06:670:528,558
00:06:671:528,627
00:06:672:532,601
00:06:673:536,582
00:06:674:536,554
00:06:675:536,543
00:06:676:536,561
00:06:677:540,539
00:06:678:540,553
00:06:679:540,566
00:06:680:540,555
00:06:681:540,567
00:06:682:540,583
00:06:683:544,553
00:06:684:544,567
00:06:685:544,542
00:06:686:544,543
00:06:687:548,568
00:06:688:548,537
00:06:689:548,547
00:06:690:548,569
00:06:691:548,568
00:06:692:548,611
00:06:693:548,622
00:06:694:548,600
00:06:695:552,562
00:06:696:556,550
00:06:697:556,542
00:06:698:560,550
00:06:699:560,539
00:06:700:564,551
00:06:701:568,556
00:06:702:572,541
00:06:703:576,591
00:06:704:576,572
00:06:705:580,560
00:06:706:584,549
00:06:707:588,548
00:06:708:588,537
00:06:709:592,562
00:06:710:596,547
00:06:711:596,572
00:06:712:600,563
00:06:713:604,560
00:06:714:604,627
00:06:715:608,575
00:06:716:608,568
00:06:717:612,564
00:06:718:616,569
00:06:719:616,540
00:06:720:620,543
00:06:721:624,542
00:06:722:624,543
00:06:723:628,556
00:06:724:628,540
00:06:725:632,609
00:06:726:636,559
00:06:727:640,557
00:06:728:640,559
00:06:729:640,575
00:06:730:644,542
00:06:731:644,543
00:06:732:644,558
00:06:733:648,560
00:06:734:652,588
00:06:735:652,569
00:06:736:656,632
00:06:737:656,559
00:06:738:660,550
00:06:739:660,558
00:06:740:660,557
00:06:741:664,536
00:06:742:664,546
00:06:743:664,541
00:06:744:664,539
00:06:745:664,548
00:06:746:668,560
00:06:747:672,568
00:06:748:676,573
00:06:749:676,593
00:06:750:680,551
00:06:751:684,550
00:06:752:688,551
00:06:753:692,547
00:06:754:696,563
00:06:755:700,577
00:06:756:704,555
00:06:757:708,589
00:06:758:712,607
00:06:759:716,560
00:06:760:716,563
00:06:761:720,547
00:06:762:724,551
00:06:763:728,538
00:06:764:732,550
00:06:765:736,541
00:06:766:740,551
00:06:767:744,550
00:06:768:744,577
00:06:769:748,581
00:06:770:752,557
00:06:771:756,562
00:06:772:760,568
00:06:773:764,544
00:06:774:768,589
00:06:775:768,549
00:06:776:768,544
00:06:777:768,564
00:06:778:772,556
00:06:779:776,554
00:06:780:780,569
00:06:781:784,545
00:06:782:788,570
00:06:783:792,541
00:06:784:796,547
00:06:785:800,549
00:06:786:804,538
00:06:787:804,550
00:06:788:804,561
00:06:789:808,572
00:06:790:812,598
00:06:791:816,615
00:06:792:820,586
00:06:793:824,599
00:06:794:828,551
00:06:795:832,543
00:06:796:836,553
00:06:797:840,543
00:06:798:844,551
00:06:799:848,551
00:06:800:852,561
00:06:801:856,604
00:06:802:860,557
00:06:803:864,555
00:06:804:868,543
00:06:805:872,547
00:06:806:876,536
00:06:807:880,557
00:06:808:884,539
00:06:809:888,548
00:06:810:888,569
00:06:811:888,563
00:06:812:888,619
00:06:813:892,614
00:06:814:896,574
00:06:815:900,593
00:06:816:904,549
00:06:817:904,542
00:06:818:908,550
00:06:819:908,539
00:06:820:912,540
00:06:821:912,546
00:06:822:916,542
00:06:823:916,593
00:06:824:916,549
00:06:825:920,548
00:06:826:924,555
00:06:827:928,549
00:06:828:928,548
00:06:829:932,547
00:06:830:932,559
00:06:831:932,551
00:06:832:936,573
00:06:833:940,555
00:06:834:944,634
00:06:835:948,569
00:06:836:952,581
00:06:837:956,566
00:06:838:956,559
00:06:839:960,536
00:06:840:964,540
00:06:841:968,536
00:06:842:972,547
00:06:843:972,559
00:06:844:976,549
00:06:845:976,590
00:06:846:980,562
00:06:847:984,587
00:06:848:988,553
00:06:849:992,568
00:06:850:996,541
00:06:852:000,551
00:06:853:000,550
00:06:854:004,580
00:06:855:008,566
00:06:856:012,591
00:06:857:016,599
00:06:858:016,566
00:06:859:016,563
00:06:860:016,542
00:06:861:016,551
00:06:862:020,540
00:06:863:024,549
00:06:864:028,536
00:06:865:032,542
00:06:866:032,545
00:06:867:036,556
00:06:868:036,565
00:06:869:036,559
00:06:870:036,590
00:06:871:040,547
00:06:872:044,579
00:06:873:044,587
00:06:874:044,545
00:06:875:044,546
00:06:876:048,561
00:06:877:052,555
00:06:878:056,579
00:06:879:060,595
00:06:880:064,573
00:06:881:064,580
00:06:882:068,543
00:06:883:072,536
00:06:884:076,557
00:06:885:076,536
00:06:886:080,538
00:06:887:080,555
00:06:888:080,556
00:06:889:084,583
00:06:890:088,603
00:06:891:092,602
00:06:892:092,579
00:06:893:096,551
00:06:894:100,546
00:06:895:104,583
00:06:896:104,559
00:06:897:104,544
00:06:898:108,568
00:06:899:112,547
00:06:900:112,604
00:06:901:116,568
00:06:902:120,560
00:06:903:124,547
00:06:904:124,540
00:06:905:128,548
00:06:906:132,548
00:06:907:136,542
00:06:908:136,565
00:06:909:140,563
00:06:910:140,557
00:06:911:144,607
00:06:912:148,594
00:06:913:152,588
00:06:914:152,567
00:06:915:156,568
00:06:916:160,539
00:06:917:164,564
00:06:918:164,539
00:06:919:168,560
00:06:920:172,553
00:06:921:176,547
00:06:922:180,614
00:06:923:180,556
00:06:924:184,550
00:06:925:188,550
00:06:926:188,558
00:06:927:192,560
00:06:928:196,547
00:06:929:200,544
00:06:930:200,561
00:06:931:204,547
00:06:932:208,583
00:06:933:208,632
00:06:934:212,572
00:06:935:212,583
00:06:936:216,571
00:06:937:220,545
00:06:938:224,547
00:06:939:224,545
00:06:940:228,541
00:06:941:232,547
00:06:942:232,548
00:06:943:236,556
00:06:944:240,600
00:06:945:240,558
00:06:946:240,598
00:06:947:244,556
00:06:948:244,566
00:06:949:248,540
00:06:950:248,553
00:06:951:252,558
00:06:952:252,560
00:06:953:256,579
00:06:954:260,573
00:06:955:264,569
00:06:956:268,582
00:06:957:272,579
00:06:958:276,551
00:06:959:280,550
00:06:960:284,537
00:06:961:288,536
00:06:962:292,537
00:06:963:296,540
00:06:964:300,545
00:06:965:304,569
00:06:966:308,597
00:06:967:312,572
00:06:968:316,590
00:06:969:320,547
00:06:970:324,551
00:06:971:328,548
00:06:972:332,559
00:06:973:336,547
00:06:974:340,568
00:06:975:344,553
00:06:976:348,577
00:06:977:348,622
00:06:978:352,557
00:06:979:356,583
00:06:980:360,548
00:06:981:364,542
00:06:982:368,545
00:06:983:372,540
00:06:984:376,537
00:06:985:380,551
00:06:986:380,558
00:06:987:384,551
00:06:988:388,569
00:06:989:392,560
00:06:990:396,600
00:06:991:396,560
00:06:992:400,548
00:06:993:404,589
00:06:994:408,551
00:06:995:412,560
00:06:996:416,566
00:06:997:416,554
00:06:998:416,595
00:06:999:420,588
00:07:000:424,574
00:07:001:424,559
00:07:002:424,542
00:07:003:424,551
00:07:004:428,551
00:07:005:432,540
00:07:006:436,540
00:07:007:436,566
00:07:008:440,551
00:07:009:444,628
00:07:010:448,615
00:07:011:448,566
00:07:012:452,571
00:07:013:456,568
00:07:014:456,547
00:07:015:456,550
00:07:016:456,550
00:07:017:456,558
00:07:018:456,557
00:07:019:460,543
00:07:020:464,565
00:07:021:468,588
00:07:022:472,547
00:07:023:476,541
00:07:024:480,534
00:07:025:484,543
00:07:026:488,545
00:07:027:492,546
00:07:028:496,553
00:07:029:500,569
00:07:030:500,551
00:07:031:504,615
00:07:032:512,593
00:07:033:512,571
00:07:034:516,569
00:07:035:520,551
00:07:036:520,539
00:07:037:524,546
00:07:038:528,545
00:07:039:532,545
00:07:040:536,547
00:07:041:540,543
00:07:042:540,559
00:07:043:544,556
00:07:044:548,580
00:07:045:548,557
00:07:046:552,569
00:07:047:556,531
00:07:048:556,543
00:07:049:560,549
00:07:050:560,560
00:07:051:564,554
00:07:052:564,559
00:07:053:568,599
00:07:054:572,588
00:07:055:576,605
00:07:056:580,553
00:07:057:580,557
00:07:058:584,532
00:07:059:588,539
00:07:060:588,538
00:07:061:588,540
00:07:062:592,543
00:07:063:596,563
00:07:064:600,554
00:07:065:600,555
00:07:066:604,591
00:07:067:604,541
00:07:068:608,558
00:07:069:612,559
00:07:070:616,551
00:07:071:616,556
00:07:072:616,555
00:07:073:620,559
00:07:074:624,572
00:07:075:628,574
00:07:076:632,557
00:07:077:632,600
00:07:078:636,546
00:07:079:640,543
00:07:080:644,541
00:07:081:648,542
00:07:082:652,540
00:07:083:656,549
00:07:084:656,551
00:07:085:660,562
00:07:086:664,611
00:07:087:668,560
00:07:088:672,582
00:07:089:672,554
00:07:090:676,547
00:07:091:680,595
00:07:092:680,555
00:07:093:684,543
00:07:094:688,563
00:07:095:688,576
00:07:096:688,581
00:07:097:692,564
00:07:098:696,575
00:07:099:700,558
00:07:100:700,545
00:07:101:704,547
00:07:102:708,553
00:07:103:708,547
00:07:104:712,550
00:07:105:716,555
00:07:106:720,563
00:07:107:724,600
00:07:108:724,586
00:07:109:724,589
00:07:110:724,575
00:07:111:724,564
00:07:112:728,545
00:07:113:728,573
00:07:114:732,550
00:07:115:736,549
00:07:116:736,572
00:07:117:740,556
00:07:118:744,608
00:07:119:748,578
00:07:120:752,572
00:07:121:752,553
00:07:122:756,539
00:07:123:756,547
00:07:124:760,545
00:07:125:760,549
00:07:126:764,549
00:07:127:768,572
00:07:128:772,560
00:07:129:772,625
00:07:130:776,567
00:07:131:780,583
00:07:132:780,568
00:07:133:784,583
00:07:134:788,547
00:07:135:788,553
00:07:136:792,540
00:07:137:796,553
00:07:138:796,566
00:07:139:800,546
00:07:140:800,593
00:07:141:800,563
00:07:142:804,554
00:07:143:808,545
00:07:144:812,549
00:07:145:816,559
00:07:146:820,544
00:07:147:820,537
00:07:148:824,565
00:07:149:824,569
00:07:150:824,570
00:07:151:828,635
00:07:152:832,563
00:07:153:832,611
00:07:154:832,568
00:07:155:836,571
00:07:156:840,542
00:07:157:844,547
00:07:158:848,540
00:07:159:852,547
00:07:160:852,556
00:07:161:852,565
00:07:162:852,574
00:07:163:856,560
00:07:164:856,582
00:07:165:860,550
00:07:166:864,556
00:07:167:864,539
00:07:168:868,537
00:07:169:872,561
00:07:170:876,575
00:07:171:876,568
00:07:172:880,565
00:07:173:880,609
00:07:174:884,563
00:07:175:884,591
00:07:176:884,557
00:07:177:884,550
00:07:178:888,536
00:07:179:892,536
00:07:180:896,540
00:07:181:900,545
00:07:182:900,551
00:07:183:904,547
00:07:184:908,611
00:07:185:912,553
00:07:186:912,563
00:07:187:916,546
00:07:188:916,549
00:07:189:920,589
00:07:190:920,550
00:07:191:924,557
00:07:192:924,572
00:07:193:928,583
00:07:194:932,574
00:07:195:932,617
00:07:196:936,591
00:07:197:940,579
00:07:198:944,543
00:07:199:944,547
00:07:200:948,551
00:07:201:948,540
00:07:202:952,534
00:07:203:952,545
00:07:204:952,566
00:07:205:952,575
00:07:206:952,619
00:07:207:952,563
00:07:208:956,583
00:07:209:960,560
00:07:210:960,544
00:07:211:964,589
00:07:212:968,560
00:07:213:972,561
00:07:214:976,554
00:07:215:980,575
00:07:216:984,600
00:07:217:988,604
00:07:218:992,572
00:07:219:992,560
00:07:220:996,542
00:07:222:000,553
00:07:223:004,545
00:07:224:004,554
00:07:225:008,549
00:07:226:012,560
00:07:227:016,566
00:07:228:016,604
00:07:229:020,591
00:07:230:020,598
00:07:231:024,556
00:07:232:024,567
00:07:233:028,543
00:07:234:032,561
00:07:235:032,553
00:07:236:036,576
00:07:237:036,563
00:07:238:040,555
00:07:239:044,563
00:07:240:044,558
00:07:241:048,558
00:07:242:052,547
00:07:243:056,537
00:07:244:056,551
00:07:245:060,546
00:07:246:064,536
00:07:247:064,550
00:07:248:068,563
00:07:249:072,551
00:07:250:072,611
00:07:251:076,589
00:07:252:076,588
00:07:253:076,555
00:07:254:076,566
00:07:255:080,549
00:07:256:080,551
00:07:257:080,541
00:07:258:084,564
00:07:259:088,551
00:07:260:092,537
00:07:261:096,620
00:07:262:100,555
00:07:263:100,595
00:07:264:104,542
00:07:265:104,553
00:07:266:108,547
00:07:267:108,543
00:07:268:112,542
00:07:269:112,552
00:07:270:112,568
00:07:271:116,558
00:07:272:120,612
00:07:273:120,589
00:07:274:120,613
00:07:275:120,556
00:07:276:124,585
00:07:277:124,543
00:07:278:128,543
00:07:279:128,540
00:07:280:132,549
00:07:281:132,550
00:07:282:136,551
00:07:283:140,595
00:07:284:140,549
00:07:285:144,563
00:07:286:144,547
00:07:287:148,557
00:07:288:148,551
00:07:289:152,540
00:07:290:156,546
00:07:291:156,567
00:07:292:156,573
00:07:293:160,567
00:07:294:160,635
00:07:295:160,558
00:07:296:160,572
00:07:297:164,547
00:07:298:164,551
00:07:299:164,547
00:07:300:168,543
00:07:301:172,536
00:07:302:172,549
00:07:303:176,545
00:07:304:176,562
00:07:305:180,600
00:07:306:180,581
00:07:307:180,593
00:07:308:184,537
00:07:309:184,541
00:07:310:188,559
00:07:311:188,551
00:07:312:192,572
00:07:313:196,563
00:07:314:196,579
00:07:315:196,561
00:07:316:200,606
00:07:317:200,587
00:07:318:200,575
00:07:319:200,537
00:07:320:200,542
00:07:321:200,540
00:07:322:204,550
00:07:323:204,537
00:07:324:208,550
00:07:325:208,556
00:07:326:208,591
00:07:327:212,591
00:07:328:212,563
00:07:329:212,559
00:07:330:216,557
00:07:331:216,543
00:07:332:216,573
00:07:333:220,569
00:07:334:220,557
00:07:335:224,561
00:07:336:228,547
00:07:337:232,620
00:07:338:232,603
00:07:339:232,560
00:07:340:236,553
00:07:341:236,535
00:07:342:236,551
00:07:343:236,550
00:07:344:236,541
00:07:345:240,545
00:07:346:244,558
00:07:347:248,547
00:07:348:252,585
00:07:349:252,591
00:07:350:252,582
00:07:351:252,556
00:07:352:252,561
00:07:353:252,545
00:07:354:256,575
00:07:355:260,550
00:07:356:264,568
00:07:357:268,555
00:07:358:272,562
00:07:359:272,595
00:07:360:272,561
00:07:361:272,553
00:07:362:272,543
00:07:363:272,549
00:07:364:276,553
00:07:365:280,543
00:07:366:280,535
00:07:367:284,548
00:07:368:288,561
00:07:369:292,555
00:07:370:296,614
00:07:371:300,577
00:07:372:300,595
00:07:373:300,572
00:07:374:300,581
00:07:375:304,549
00:07:376:308,545
00:07:377:312,546
00:07:378:316,563
00:07:379:320,549
00:07:380:320,545
00:07:381:320,583
00:07:382:320,574
00:07:383:324,589
00:07:384:328,546
00:07:385:332,553
00:07:386:332,536
00:07:387:336,540
00:07:388:336,542
00:07:389:336,558
00:07:390:340,569
00:07:391:344,573
00:07:392:348,566
00:07:393:348,563
00:07:394:352,572
00:07:395:352,569
00:07:396:356,550
00:07:397:360,554
00:07:398:360,546
00:07:399:364,536
00:07:400:368,562
00:07:401:368,550
00:07:402:372,549
00:07:403:376,577
00:07:404:380,575
00:07:405:380,559
00:07:406:380,545
00:07:407:384,551
00:07:408:388,543
00:07:409:392,541
00:07:410:396,544
00:07:411:400,561
00:07:412:404,559
00:07:413:408,568
00:07:414:408,608
00:07:415:408,553
00:07:416:412,597
00:07:417:416,540
00:07:418:420,543
00:07:419:424,557
00:07:420:428,536
00:07:421:432,542
00:07:422:436,544
00:07:423:436,553
00:07:424:436,554
00:07:425:440,592
00:07:426:444,563
00:07:427:448,568
00:07:428:452,539
00:07:429:452,545
00:07:430:452,585
00:07:431:456,543
00:07:432:460,571
00:07:433:464,573
00:07:434:468,574
00:07:435:472,600
00:07:436:472,600
00:07:437:472,577
00:07:438:472,555
00:07:439:472,540
00:07:440:476,543
00:07:441:480,556
00:07:442:484,551
00:07:443:488,536
00:07:444:492,550
00:07:445:496,546
00:07:446:496,624
00:07:447:500,566
00:07:448:504,556
00:07:449:508,554
00:07:450:512,555
00:07:451:512,541
00:07:452:516,583
00:07:453:520,553
00:07:454:520,558
00:07:455:524,572
00:07:456:528,565
00:07:457:528,583
00:07:458:532,577
00:07:459:536,575
00:07:460:536,543
00:07:461:536,541
00:07:462:540,555
00:07:463:540,541
00:07:464:544,543
00:07:465:548,537
00:07:466:552,573
00:07:467:556,569
00:07:468:560,605
00:07:469:564,593
00:07:470:564,553
00:07:471:568,565
00:07:472:572,580
00:07:473:576,540
00:07:474:580,547
00:07:475:584,553
00:07:476:588,546
00:07:477:588,547
00:07:478:592,572
00:07:479:596,605
00:07:480:600,574
00:07:481:604,575
00:07:482:608,556
00:07:483:612,551
00:07:484:612,536
00:07:485:612,542
00:07:486:616,540
00:07:487:620,560
00:07:488:620,550
00:07:489:624,580
00:07:490:628,600
00:07:491:632,585
00:07:492:636,595
00:07:493:640,572
00:07:494:640,550
00:07:495:644,553
00:07:496:648,542
00:07:497:652,542
00:07:498:652,570
00:07:499:652,546
00:07:500:656,568
00:07:501:660,595
00:07:502:664,552
00:07:503:668,580
00:07:504:672,551
00:07:505:676,543
00:07:506:680,537
00:07:507:684,541
00:07:508:688,543
00:07:509:688,572
00:07:510:692,559
00:07:511:696,569
00:07:512:700,632
00:07:513:700,569
00:07:514:704,588
00:07:515:708,558
00:07:516:712,549
00:07:517:716,551
00:07:518:720,542
00:07:519:720,536
00:07:520:724,546
00:07:521:724,539
00:07:522:724,559
00:07:523:724,595
00:07:524:728,583
00:07:525:728,554
00:07:526:728,541
00:07:527:728,551
00:07:528:732,550
00:07:529:736,543
00:07:530:740,560
00:07:531:744,579
00:07:532:748,569
00:07:533:748,603
00:07:534:752,600
00:07:535:756,588
00:07:536:756,568
00:07:537:760,549
00:07:538:764,546
00:07:539:768,561
00:07:540:772,537
00:07:541:776,537
00:07:542:780,545
00:07:543:784,542
00:07:544:784,588
00:07:545:784,562
00:07:546:784,575
00:07:547:788,560
00:07:548:788,543
00:07:549:792,541
00:07:550:796,568
00:07:551:800,543
00:07:552:800,563
00:07:553:804,589
00:07:554:808,547
00:07:555:812,622
00:07:556:812,591
00:07:557:816,583
00:07:558:816,551
00:07:559:816,551
00:07:560:816,551
00:07:561:816,544
00:07:562:820,540
00:07:563:824,541
00:07:564:824,551
00:07:565:828,540
00:07:566:832,571
00:07:567:836,556
00:07:568:836,553
00:07:569:840,561
00:07:570:844,586
00:07:571:848,553
00:07:572:848,545
00:07:573:852,558
00:07:574:852,569
00:07:575:856,562
00:07:576:860,568
00:07:577:864,612
00:07:578:868,560
00:07:579:872,572
00:07:580:876,542
00:07:581:880,547
00:07:582:884,547
00:07:583:888,553
00:07:584:888,542
00:07:585:892,548
00:07:586:896,559
00:07:587:900,571
00:07:588:904,606
00:07:589:904,563
00:07:590:904,612
00:07:591:908,573
00:07:592:912,551
00:07:593:912,563
00:07:594:912,548
00:07:595:912,547
00:07:596:916,551
00:07:597:920,550
00:07:598:924,551
00:07:599:928,605
00:07:600:928,553
00:07:601:928,569
00:07:602:932,549
00:07:603:936,560
00:07:604:936,537
00:07:605:940,541
00:07:606:940,538
00:07:607:944,550
00:07:608:948,559
00:07:609:952,581
00:07:610:956,608
00:07:611:956,601
00:07:612:960,595
00:07:613:964,561
00:07:614:968,560
00:07:615:968,547
00:07:616:968,547
00:07:617:972,554
00:07:618:976,546
00:07:619:976,553
00:07:620:980,568
00:07:621:984,590
00:07:622:988,551
00:07:623:992,563
00:07:624:996,549
00:07:626:000,543
00:07:627:004,560
00:07:628:008,536
00:07:629:012,540
00:07:630:016,546
00:07:631:020,566
00:07:632:024,562
00:07:633:028,632
00:07:634:028,569
00:07:635:032,591
00:07:636:032,551
00:07:637:036,548
00:07:638:040,569
00:07:639:044,542
00:07:640:048,541
00:07:641:048,555
00:07:642:052,545
00:07:643:056,578
00:07:644:056,598
00:07:645:060,560
00:07:646:060,553
00:07:647:064,545
00:07:648:068,545
00:07:649:072,581
00:07:650:072,554
00:07:651:076,568
00:07:652:080,577
00:07:653:080,572
00:07:654:084,599
00:07:655:084,608
00:07:656:088,589
00:07:657:092,556
00:07:658:096,541
00:07:659:100,543
00:07:660:104,556
00:07:661:108,543
00:07:662:112,540
00:07:663:116,550
00:07:664:120,543
00:07:665:120,559
00:07:666:124,579
00:07:667:128,568
00:07:668:132,559
00:07:669:136,573
00:07:670:140,543
00:07:671:144,560
00:07:672:144,550
00:07:673:148,555
00:07:674:152,582
00:07:675:156,560
00:07:676:160,611
00:07:677:164,579
00:07:678:164,563
00:07:679:168,547
00:07:680:168,547
00:07:681:168,555
00:07:682:172,547
00:07:683:176,537
00:07:684:176,542
00:07:685:180,545
00:07:686:184,569
00:07:687:184,609
00:07:688:188,572
00:07:689:192,607
00:07:690:196,559
00:07:691:196,561
00:07:692:200,560
00:07:693:204,551
00:07:694:208,551
00:07:695:212,563
00:07:696:216,550
00:07:697:220,553
00:07:698:224,583
00:07:699:224,552
00:07:700:228,591
00:07:701:232,551
00:07:702:236,538
00:07:703:236,535
00:07:704:240,545
00:07:705:240,540
00:07:706:244,565
00:07:707:248,546
00:07:708:248,579
00:07:709:252,611
00:07:710:252,563
00:07:711:256,566
00:07:712:260,562
00:07:713:264,561
00:07:714:264,568
00:07:715:268,551
00:07:716:268,550
00:07:717:268,567
00:07:718:272,553
00:07:719:276,555
00:07:720:280,611
00:07:721:284,559
00:07:722:284,569
00:07:723:288,541
00:07:724:292,545
00:07:725:296,540
00:07:726:296,536
00:07:727:300,553
00:07:728:304,549
00:07:729:308,566
00:07:730:312,585
00:07:731:312,619
00:07:732:316,598
00:07:733:316,591
00:07:734:320,542
00:07:735:324,556
00:07:736:328,560
00:07:737:332,536
00:07:738:336,539
00:07:739:340,548
00:07:740:340,539
00:07:741:340,563
00:07:742:344,590
00:07:743:348,551
00:07:744:352,579
00:07:745:352,542
00:07:746:356,546
00:07:747:356,561
00:07:748:360,539
00:07:749:364,568
00:07:750:368,557
00:07:751:372,550
00:07:752:376,630
00:07:753:380,608
00:07:754:380,575
00:07:755:384,552
00:07:756:388,551
00:07:757:392,542
00:07:758:396,568
00:07:759:400,542
00:07:760:400,540
00:07:761:404,560
00:07:762:408,544
00:07:763:412,588
00:07:764:416,574
00:07:765:416,566
00:07:766:420,547
00:07:767:420,539
00:07:768:424,542
00:07:769:424,557
00:07:770:428,544
00:07:771:428,558
00:07:772:428,588
00:07:773:432,568
00:07:774:436,627
00:07:775:440,601
00:07:776:440,556
00:07:777:440,551
00:07:778:444,566
00:07:779:444,553
00:07:780:448,553
00:07:781:452,540
00:07:782:456,540
00:07:783:460,554
00:07:784:464,551
00:07:785:468,597
00:07:786:472,565
00:07:787:476,581
00:07:788:476,574
00:07:789:480,580
00:07:790:484,555
00:07:791:488,563
00:07:792:488,558
00:07:793:492,591
00:07:794:496,565
00:07:795:500,575
00:07:796:504,583
00:07:797:508,565
00:07:798:512,583
00:07:799:512,547
00:07:800:512,549
00:07:801:512,540
00:07:802:512,540
00:07:803:516,543
00:07:804:516,549
00:07:805:520,545
00:07:806:520,553
00:07:807:524,590
00:07:808:524,560
00:07:809:528,615
00:07:810:532,567
00:07:811:536,568
00:07:812:536,551
00:07:813:540,546
00:07:814:540,545
00:07:815:540,559
00:07:816:540,554
00:07:817:544,560
00:07:818:548,597
00:07:819:548,577
00:07:820:552,572
00:07:821:556,551
00:07:822:556,557
00:07:823:560,543
00:07:824:564,537
00:07:825:568,547
00:07:826:572,546
00:07:827:576,547
00:07:828:576,577
00:07:829:580,601
00:07:830:584,594
00:07:831:588,591
00:07:832:588,559
00:07:833:592,563
00:07:834:596,566
00:07:835:596,556
00:07:836:600,543
00:07:837:604,568
00:07:838:608,547
00:07:839:612,555
00:07:840:612,583
00:07:841:616,557
00:07:842:620,543
00:07:843:620,553
00:07:844:624,538
00:07:845:624,578
00:07:846:628,541
00:07:847:632,555
00:07:848:632,572
00:07:849:636,553
00:07:850:636,598
00:07:851:640,619
00:07:852:640,594
00:07:853:644,572
00:07:854:648,543
00:07:855:652,544
00:07:856:652,553
00:07:857:656,537
00:07:858:660,542
00:07:859:660,556
00:07:860:664,551
00:07:861:668,595
00:07:862:672,577
00:07:863:672,566
00:07:864:676,551
00:07:865:680,543
00:07:866:680,543
00:07:867:684,546
00:07:868:684,553
00:07:869:688,580
00:07:870:688,588
00:07:871:692,572
00:07:872:696,579
00:07:873:696,598
00:07:874:700,570
00:07:875:700,562
00:07:876:704,543
00:07:877:704,541
00:07:878:708,543
00:07:879:712,539
00:07:880:712,540
00:07:881:716,551
00:07:882:716,559
00:07:883:720,593
00:07:884:724,581
00:07:885:724,553
00:07:886:728,553
00:07:887:728,549
00:07:888:728,536
00:07:889:732,547
00:07:890:732,563
00:07:891:736,573
00:07:892:736,578
00:07:893:740,588
00:07:894:740,627
00:07:895:752,561
00:07:896:756,594
00:07:897:756,563
00:07:898:760,553
00:07:899:764,543
00:07:900:764,540
00:07:901:768,542
00:07:902:772,543
00:07:903:776,540
00:07:904:776,550
00:07:905:780,575
00:07:906:784,563
00:07:907:788,591
00:07:908:788,555
00:07:909:788,558
00:07:910:792,556
00:07:911:792,553
00:07:912:796,543
00:07:913:800,597
00:07:914:804,560
00:07:915:808,570
00:07:916:808,566
00:07:917:812,583
00:07:918:816,611
00:07:919:820,549
00:07:920:820,565
00:07:921:824,532
00:07:922:824,541
00:07:923:828,542
00:07:924:828,556
00:07:925:832,541
00:07:926:836,557
00:07:927:836,562
00:07:928:836,569
00:07:929:840,575
00:07:930:844,545
00:07:931:844,571
00:07:932:844,557
00:07:933:848,561
00:07:934:852,553
00:07:935:852,568
00:07:936:856,560
00:07:937:860,573
00:07:938:860,606
00:07:939:864,543
00:07:940:864,569
00:07:941:868,572
00:07:942:868,539
00:07:943:880,536
00:07:944:880,542
00:07:945:884,560
00:07:946:884,575
00:07:947:888,551
00:07:948:888,568
00:07:949:888,573
00:07:950:892,553
00:07:951:896,583
00:07:952:896,568
00:07:953:896,558
00:07:954:900,583
00:07:955:900,545
00:07:956:900,553
00:07:957:904,571
00:07:958:904,551
00:07:959:904,599
00:07:960:908,600
00:07:961:908,572
00:07:962:908,550
00:07:963:908,551
00:07:964:908,547
00:07:965:912,556
00:07:966:912,534
00:07:967:912,558
00:07:968:912,565
00:07:969:912,571
00:07:970:912,615
00:07:971:912,608
00:07:972:912,575
00:07:973:912,575
00:07:974:912,577
00:07:975:916,546
00:07:976:916,551
00:07:977:920,537
00:07:978:920,539
00:07:979:924,556
00:07:980:928,548
00:07:981:932,574
