Elapsed time,EMG
00:01:397:608,557
00:01:398:612,543
00:01:399:612,547
00:01:400:616,546
00:01:401:620,565
00:01:402:624,583
00:01:403:628,561
00:01:404:632,583
00:01:405:636,572
00:01:406:636,561
00:01:407:640,551
00:01:408:644,540
00:01:409:648,542
00:01:410:652,540
00:01:411:656,536
00:01:412:660,547
00:01:413:664,568
00:01:414:668,559
00:01:415:672,602
00:01:416:676,612
00:01:417:676,591
00:01:418:676,551
00:01:419:676,542
00:01:420:680,543
00:01:421:684,581
00:01:422:688,543
00:01:423:688,551
00:01:424:692,549
00:01:425:696,548
00:01:426:700,574
00:01:427:700,574
00:01:428:704,556
00:01:429:708,560
00:01:430:712,537
00:01:431:712,537
00:01:432:712,547
00:01:433:716,556
00:01:434:720,561
00:01:435:724,556
00:01:436:728,574
00:01:437:732,609
00:01:438:736,573
00:01:439:740,577
00:01:440:744,590
00:01:441:748,583
00:01:442:752,553
00:01:443:756,545
00:01:444:760,540
00:01:445:764,542
00:01:446:764,541
00:01:447:768,555
00:01:448:772,568
00:01:449:772,560
00:01:450:776,592
00:01:451:780,553
00:01:452:784,573
00:01:453:788,543
00:01:454:792,547
00:01:455:796,551
00:01:456:800,571
00:01:457:800,558
00:01:458:804,574
00:01:459:808,585
00:01:460:812,553
00:01:461:816,598
00:01:462:820,555
00:01:463:824,543
00:01:464:828,548
00:01:465:832,550
00:01:466:832,543
00:01:467:832,548
00:01:468:836,541
00:01:469:840,560
00:01:470:844,603
00:01:471:848,568
00:01:472:852,589
00:01:473:852,551
00:01:474:856,547
00:01:475:860,571
00:01:476:860,567
00:01:477:864,547
00:01:478:864,567
00:01:479:864,551
00:01:480:864,572
00:01:481:864,602
00:01:482:868,578
00:01:483:872,597
00:01:484:872,548
00:01:485:876,543
00:01:486:880,542
00:01:487:884,546
00:01:488:888,539
00:01:489:892,550
00:01:490:896,542
00:01:491:896,547
00:01:492:900,560
00:01:493:904,610
00:01:494:908,565
00:01:495:912,541
00:01:496:916,543
00:01:497:920,567
00:01:498:920,557
00:01:499:924,564
00:01:500:928,591
00:01:501:932,551
00:01:502:936,601
00:01:503:940,583
00:01:504:944,563
00:01:505:944,543
00:01:506:944,539
00:01:507:948,555
00:01:508:952,548
00:01:509:956,539
00:01:510:960,537
00:01:511:964,561
00:01:512:964,573
00:01:513:968,603
00:01:514:972,601
00:01:515:976,583
00:01:516:976,553
00:01:517:980,551
00:01:518:984,543
00:01:519:988,568
00:01:520:992,544
00:01:521:996,551
00:01:523:000,581
00:01:524:004,556
00:01:525:008,562
00:01:526:012,555
00:01:527:012,559
00:01:528:016,558
00:01:529:020,540
00:01:530:024,548
00:01:531:028,547
00:01:532:028,553
00:01:533:032,553
00:01:534:036,579
00:01:535:036,568
00:01:536:036,585
00:01:537:040,580
00:01:538:044,597
00:01:539:048,571
00:01:540:048,568
00:01:541:048,550
00:01:542:052,543
00:01:543:056,543
00:01:544:060,556
00:01:545:060,563
00:01:546:060,555
00:01:547:064,599
00:01:548:068,545
00:01:549:072,590
00:01:550:076,551
00:01:551:080,564
00:01:552:084,540
00:01:553:092,553
00:01:554:092,569
00:01:555:096,561
00:01:556:100,551
00:01:557:104,559
00:01:558:108,605
00:01:559:112,573
00:01:560:116,598
00:01:561:120,542
00:01:562:124,543
00:01:563:128,539
00:01:564:132,542
00:01:565:136,542
00:01:566:136,551
00:01:567:140,547
00:01:568:144,561
00:01:569:148,595
00:01:570:152,562
00:01:571:152,591
00:01:572:156,543
00:01:573:156,551
00:01:574:160,545
00:01:575:164,543
00:01:576:164,561
00:01:577:168,577
00:01:578:168,560
00:01:579:172,599
00:01:580:176,626
00:01:581:180,586
00:01:582:184,582
00:01:583:184,554
00:01:584:188,551
00:01:585:188,537
00:01:586:192,543
00:01:587:196,541
00:01:588:200,543
00:01:589:200,553
00:01:590:204,542
00:01:591:208,561
00:01:592:208,566
00:01:593:212,579
00:01:594:216,574
00:01:595:216,549
00:01:596:216,579
00:01:597:216,549
00:01:598:220,559
00:01:599:224,563
00:01:600:228,590
00:01:601:228,589
00:01:602:232,601
00:01:603:236,577
00:01:604:240,547
00:01:605:244,543
00:01:606:248,551
00:01:607:248,553
00:01:608:252,537
00:01:609:256,536
00:01:610:260,545
00:01:611:264,545
00:01:612:268,611
00:01:613:272,588
00:01:614:276,595
00:01:615:280,566
00:01:616:280,556
00:01:617:280,540
00:01:618:284,572
00:01:619:288,543
00:01:620:292,556
00:01:621:296,566
00:01:622:300,563
00:01:623:300,575
00:01:624:300,572
00:01:625:304,566
00:01:626:304,558
00:01:627:308,535
00:01:628:312,553
00:01:629:316,544
00:01:630:320,540
00:01:631:324,560
00:01:632:328,549
00:01:633:328,563
00:01:634:332,624
00:01:635:336,577
00:01:636:340,571
00:01:637:344,551
00:01:638:348,561
00:01:639:352,548
00:01:640:352,547
00:01:641:352,540
00:01:642:356,566
00:01:643:360,561
00:01:644:364,559
00:01:645:368,630
00:01:646:372,551
00:01:647:372,607
00:01:648:376,546
00:01:649:380,567
00:01:650:380,559
00:01:651:380,539
00:01:652:380,540
00:01:653:384,554
00:01:654:388,573
00:01:655:388,577
00:01:656:392,623
00:01:657:396,600
00:01:658:396,607
00:01:659:396,575
00:01:660:396,577
00:01:661:400,540
00:01:662:404,542
00:01:663:404,546
00:01:664:404,562
00:01:665:408,546
00:01:666:412,551
00:01:667:412,564
00:01:668:416,545
00:01:669:420,559
00:01:670:424,540
00:01:671:428,551
00:01:672:432,556
00:01:673:436,543
00:01:674:440,539
00:01:675:444,568
00:01:676:448,560
00:01:677:448,574
00:01:678:448,573
00:01:679:452,561
00:01:680:452,568
00:01:681:456,545
00:01:682:460,556
00:01:683:460,569
00:01:684:460,547
00:01:685:464,543
00:01:686:468,549
00:01:687:472,539
00:01:688:476,554
00:01:689:480,604
00:01:690:484,543
00:01:691:488,591
00:01:692:492,540
00:01:693:496,539
00:01:694:500,585
00:01:695:504,551
00:01:696:508,566
00:01:697:512,587
00:01:698:516,587
00:01:699:516,603
00:01:700:520,605
00:01:701:520,543
00:01:702:520,553
00:01:703:520,546
00:01:704:520,543
00:01:705:524,571
00:01:706:528,545
00:01:707:532,546
00:01:708:532,545
00:01:709:532,548
00:01:710:536,609
00:01:711:540,594
00:01:712:544,569
00:01:713:544,577
00:01:714:544,543
00:01:715:548,546
00:01:716:552,551
00:01:717:556,541
00:01:718:560,571
00:01:719:564,560
00:01:720:564,573
00:01:721:564,607
00:01:722:568,585
00:01:723:572,587
00:01:724:576,550
00:01:725:576,540
00:01:726:576,550
00:01:727:580,556
00:01:728:584,551
00:01:729:588,543
00:01:730:592,561
00:01:731:596,556
00:01:732:600,554
00:01:733:600,588
00:01:734:600,565
00:01:735:604,582
00:01:736:608,579
00:01:737:608,545
00:01:738:612,549
00:01:739:616,547
00:01:740:620,565
00:01:741:624,577
00:01:742:624,563
00:01:743:628,613
00:01:744:632,558
00:01:745:636,547
00:01:746:640,539
00:01:747:652,543
00:01:748:656,543
00:01:749:660,547
00:01:750:664,547
00:01:751:664,555
00:01:752:664,565
00:01:753:668,577
00:01:754:672,613
00:01:755:676,605
00:01:756:680,621
00:01:757:684,553
00:01:758:688,567
00:01:759:692,543
00:01:760:696,541
00:01:761:700,540
00:01:762:704,568
00:01:763:708,580
00:01:764:712,560
00:01:765:716,604
00:01:766:720,552
00:01:767:724,583
00:01:768:724,540
00:01:769:724,543
00:01:770:728,531
00:01:771:728,536
00:01:772:728,540
00:01:773:732,568
00:01:774:736,561
00:01:775:740,580
00:01:776:744,624
00:01:777:744,590
00:01:778:744,587
00:01:779:744,543
00:01:780:744,553
00:01:781:744,567
00:01:782:748,544
00:01:783:752,540
00:01:784:756,560
00:01:785:760,543
00:01:786:764,543
00:01:787:768,591
00:01:788:772,551
00:01:789:776,555
00:01:790:776,539
00:01:791:780,553
00:01:792:784,587
00:01:793:788,547
00:01:794:792,556
00:01:795:796,554
00:01:796:808,557
00:01:797:812,578
00:01:798:816,604
00:01:799:816,560
00:01:800:820,560
00:01:801:824,543
00:01:802:824,546
00:01:803:828,560
00:01:804:832,552
00:01:805:836,545
00:01:806:840,555
00:01:807:840,553
00:01:808:844,567
00:01:809:848,591
00:01:810:852,579
00:01:811:856,551
00:01:812:860,542
00:01:813:860,558
00:01:814:864,568
00:01:815:868,573
00:01:816:872,583
00:01:817:876,562
00:01:818:880,568
00:01:819:884,627
00:01:820:884,592
00:01:821:888,569
00:01:822:892,551
00:01:823:896,539
00:01:824:900,560
00:01:825:900,540
00:01:826:900,543
00:01:827:904,541
00:01:828:904,550
00:01:829:904,547
00:01:830:904,574
00:01:831:904,591
00:01:832:908,568
00:01:833:908,586
00:01:834:908,567
00:01:835:912,546
00:01:836:912,581
00:01:837:916,555
00:01:838:916,573
00:01:839:920,565
00:01:840:920,545
00:01:841:924,624
00:01:842:924,566
00:01:843:928,575
00:01:844:928,542
00:01:845:932,542
00:01:846:936,542
00:01:847:936,547
00:01:848:940,540
00:01:849:944,543
00:01:850:944,546
00:01:851:948,565
00:01:852:948,611
00:01:853:952,558
00:01:854:956,623
00:01:855:960,575
00:01:856:960,571
00:01:857:964,543
00:01:858:968,546
00:01:859:968,543
00:01:860:972,553
00:01:861:972,575
00:01:862:976,575
00:01:863:980,581
00:01:864:980,551
00:01:865:984,583
00:01:866:984,554
00:01:867:988,543
00:01:868:988,543
00:01:869:992,543
00:01:870:996,542
00:01:872:000,551
00:01:873:004,572
00:01:874:004,561
00:01:875:008,615
00:01:876:012,579
00:01:877:012,615
00:01:878:016,551
00:01:879:016,543
00:01:880:020,574
00:01:881:024,540
00:01:882:024,543
00:01:883:028,571
00:01:884:028,550
00:01:885:032,574
00:01:886:036,587
00:01:887:036,555
00:01:888:036,573
00:01:889:036,543
00:01:890:036,550
00:01:891:040,551
00:01:892:040,547
00:01:893:044,558
00:01:894:048,582
00:01:895:052,551
00:01:896:052,555
00:01:897:056,582
00:01:898:060,595
00:01:899:060,583
00:01:900:064,568
00:01:901:064,549
00:01:902:068,553
00:01:903:068,545
00:01:904:072,555
00:01:905:076,551
00:01:906:076,536
00:01:907:076,541
00:01:908:076,568
00:01:909:080,551
00:01:910:084,554
00:01:911:084,543
00:01:912:084,544
00:01:913:084,593
00:01:914:088,566
00:01:915:088,551
00:01:916:092,575
00:01:917:092,583
00:01:918:096,627
00:01:919:100,604
00:01:920:104,595
00:01:921:108,558
00:01:922:112,541
00:01:923:112,543
00:01:924:116,547
00:01:925:120,545
00:01:926:124,545
00:01:927:124,543
00:01:928:128,540
00:01:929:132,604
00:01:930:136,585
00:01:931:136,551
00:01:932:136,545
00:01:933:136,542
00:01:934:140,556
00:01:935:140,583
00:01:936:144,543
00:01:937:144,541
00:01:938:148,547
00:01:939:152,539
00:01:940:160,633
00:01:941:160,579
00:01:942:164,575
00:01:943:164,560
00:01:944:168,568
00:01:945:168,541
00:01:946:172,546
00:01:947:176,547
00:01:948:180,542
00:01:949:180,569
00:01:950:184,553
00:01:951:188,595
00:01:952:188,560
00:01:953:188,568
00:01:954:188,559
00:01:955:192,584
00:01:956:196,544
00:01:957:200,543
00:01:958:204,569
00:01:959:204,555
00:01:960:208,569
00:01:961:208,583
00:01:962:212,603
00:01:963:216,554
00:01:964:216,599
00:01:965:220,551
00:01:966:224,566
00:01:967:228,559
00:01:968:232,546
00:01:969:232,540
00:01:970:232,551
00:01:971:232,568
00:01:972:236,579
00:01:973:240,567
00:01:974:244,568
00:01:975:248,608
00:01:976:248,554
00:01:977:252,554
00:01:978:252,553
00:01:979:256,543
00:01:980:260,544
00:01:981:264,564
00:01:982:268,560
00:01:983:268,588
00:01:984:272,578
00:01:985:276,568
00:01:986:276,547
00:01:987:280,545
00:01:988:280,555
00:01:989:284,537
00:01:990:288,542
00:01:991:292,561
00:01:992:292,586
00:01:993:296,548
00:01:994:300,584
00:01:995:304,636
00:01:996:308,566
00:01:997:308,574
00:01:998:312,565
00:01:999:316,550
00:02:000:316,561
00:02:001:320,540
00:02:002:324,542
00:02:003:328,554
00:02:004:332,547
00:02:005:332,572
00:02:006:336,592
00:02:007:340,559
00:02:008:344,560
00:02:009:348,539
00:02:010:352,560
00:02:011:352,543
00:02:012:356,542
00:02:013:360,553
00:02:014:364,573
00:02:015:368,573
00:02:016:372,613
00:02:017:372,608
00:02:018:376,588
00:02:019:380,551
00:02:020:384,551
00:02:021:384,546
00:02:022:384,557
00:02:023:384,536
00:02:024:388,543
00:02:025:392,543
00:02:026:396,545
00:02:027:400,613
00:02:028:400,562
00:02:029:404,568
00:02:030:408,543
00:02:031:412,534
00:02:032:416,542
00:02:033:420,570
00:02:034:424,548
00:02:035:424,563
00:02:036:428,568
00:02:037:432,563
00:02:038:436,608
00:02:039:440,606
00:02:040:444,573
00:02:041:444,570
00:02:042:448,547
00:02:043:452,555
00:02:044:452,558
00:02:045:452,543
00:02:046:456,546
00:02:047:456,563
00:02:048:456,545
00:02:049:456,615
00:02:050:460,551
00:02:051:464,549
00:02:052:468,550
00:02:053:472,557
00:02:054:476,549
00:02:055:480,548
00:02:056:484,573
00:02:057:484,587
00:02:058:484,560
00:02:059:484,545
00:02:060:488,608
00:02:061:492,558
00:02:062:496,569
00:02:063:496,574
00:02:064:496,563
00:02:065:500,547
00:02:066:504,542
00:02:067:508,547
00:02:068:512,535
00:02:069:512,547
00:02:070:512,560
00:02:071:516,607
00:02:072:520,580
00:02:073:524,603
00:02:074:528,562
00:02:075:532,556
00:02:076:532,560
00:02:077:536,542
00:02:078:540,563
00:02:079:544,562
00:02:080:548,553
00:02:081:548,563
00:02:082:548,587
00:02:083:552,551
00:02:084:556,561
00:02:085:560,551
00:02:086:560,545
00:02:087:560,540
00:02:088:564,542
00:02:089:564,538
00:02:090:568,554
00:02:091:572,550
00:02:092:576,557
00:02:093:580,611
00:02:094:580,591
00:02:095:580,583
00:02:096:580,551
00:02:097:584,549
00:02:098:588,575
00:02:099:592,542
00:02:100:596,542
00:02:101:600,583
00:02:102:600,581
00:02:103:604,578
00:02:104:608,593
00:02:105:612,551
00:02:106:616,554
00:02:107:616,536
00:02:108:616,542
00:02:109:620,545
00:02:110:624,539
00:02:111:628,575
00:02:112:632,591
00:02:113:636,568
00:02:114:640,585
00:02:115:644,608
00:02:116:648,555
00:02:117:652,560
00:02:118:652,550
00:02:119:656,545
00:02:120:660,568
00:02:121:664,547
00:02:122:668,569
00:02:123:672,551
00:02:124:676,548
00:02:125:680,598
00:02:126:684,587
00:02:127:688,561
00:02:128:692,557
00:02:129:696,540
00:02:130:700,543
00:02:131:704,555
00:02:132:708,540
00:02:133:712,569
00:02:134:724,572
00:02:135:728,559
00:02:136:732,611
00:02:137:736,591
00:02:138:740,603
00:02:139:744,558
00:02:140:744,547
00:02:141:748,543
00:02:142:752,549
00:02:143:756,543
00:02:144:756,557
00:02:145:760,545
00:02:146:760,538
00:02:147:760,602
00:02:148:764,571
00:02:149:768,547
00:02:150:768,549
00:02:151:768,553
00:02:152:768,542
00:02:153:772,575
00:02:154:776,545
00:02:155:780,568
00:02:156:784,568
00:02:157:788,555
00:02:158:792,623
00:02:159:792,580
00:02:160:796,593
00:02:161:800,584
00:02:162:804,567
00:02:163:804,560
00:02:164:808,556
00:02:165:812,536
00:02:166:816,539
00:02:167:820,564
00:02:168:824,549
00:02:169:824,557
00:02:170:828,567
00:02:171:832,594
00:02:172:836,579
00:02:173:840,563
00:02:174:840,575
00:02:175:840,546
00:02:176:840,543
00:02:177:844,555
00:02:178:848,573
00:02:179:852,570
00:02:180:856,561
00:02:181:860,557
00:02:182:864,574
00:02:183:864,547
00:02:184:864,543
00:02:185:864,543
00:02:186:868,543
00:02:187:872,543
00:02:188:876,547
00:02:189:880,542
00:02:190:884,562
00:02:191:888,611
00:02:192:888,568
00:02:193:888,579
00:02:194:892,547
00:02:195:896,557
00:02:196:900,595
00:02:197:904,551
00:02:198:908,538
00:02:199:912,588
00:02:200:916,544
00:02:201:920,592
00:02:202:924,595
00:02:203:928,540
00:02:204:932,575
00:02:205:936,546
00:02:206:940,556
00:02:207:944,549
00:02:208:944,540
00:02:209:948,542
00:02:210:952,563
00:02:211:956,551
00:02:212:956,556
00:02:213:960,564
00:02:214:960,573
00:02:215:964,586
00:02:216:968,580
00:02:217:968,561
00:02:218:972,557
00:02:219:976,548
00:02:220:976,550
00:02:221:980,560
00:02:222:984,553
00:02:223:984,579
00:02:224:988,594
00:02:225:992,572
00:02:226:996,562
00:02:227:996,557
00:02:228:996,551
00:02:229:996,548
00:02:231:000,540
00:02:232:004,579
00:02:233:004,557
00:02:234:004,551
00:02:235:004,595
00:02:236:004,618
00:02:237:004,556
00:02:238:008,560
00:02:239:008,563
00:02:240:008,554
00:02:241:008,565
00:02:242:012,543
00:02:243:012,544
00:02:244:016,545
00:02:245:016,543
00:02:246:020,576
00:02:247:024,574
00:02:248:024,548
00:02:249:028,562
00:02:250:032,534
00:02:251:036,543
00:02:252:036,547
00:02:253:040,543
00:02:254:044,561
00:02:255:048,567
00:02:256:048,568
00:02:257:052,598
00:02:258:056,591
00:02:259:060,585
00:02:260:064,551
00:02:261:064,559
00:02:262:068,543
00:02:263:072,551
00:02:264:076,542
00:02:265:080,577
00:02:266:084,547
00:02:267:084,549
00:02:268:088,617
00:02:269:092,563
00:02:270:096,564
00:02:271:100,542
00:02:272:104,558
00:02:273:108,537
00:02:274:108,543
00:02:275:108,551
00:02:276:112,557
00:02:277:116,561
00:02:278:120,584
00:02:279:124,587
00:02:280:132,575
00:02:281:136,602
00:02:282:140,551
00:02:283:144,550
00:02:284:148,540
00:02:285:148,543
00:02:286:148,551
00:02:287:148,548
00:02:288:148,539
00:02:289:152,571
00:02:290:156,606
00:02:291:160,580
00:02:292:164,580
00:02:293:168,539
00:02:294:172,551
00:02:295:176,569
00:02:296:180,551
00:02:297:180,572
00:02:298:184,571
00:02:299:188,560
00:02:300:192,562
00:02:301:196,604
00:02:302:200,583
00:02:303:204,569
00:02:304:204,555
00:02:305:208,545
00:02:306:212,539
00:02:307:216,553
00:02:308:220,556
00:02:309:224,545
00:02:310:224,555
00:02:311:228,562
00:02:312:228,626
00:02:313:228,596
00:02:314:232,588
00:02:315:236,545
00:02:316:240,555
00:02:317:244,585
00:02:318:248,548
00:02:319:252,554
00:02:320:256,580
00:02:321:260,577
00:02:322:260,611
00:02:323:264,595
00:02:324:268,583
00:02:325:268,545
00:02:326:268,552
00:02:327:268,545
00:02:328:268,538
00:02:329:268,534
00:02:330:272,539
00:02:331:272,563
00:02:332:276,551
00:02:333:280,613
00:02:334:284,572
00:02:335:288,594
00:02:336:292,575
00:02:337:296,555
00:02:338:300,543
00:02:339:300,556
00:02:340:304,546
00:02:341:308,546
00:02:342:312,560
00:02:343:316,540
00:02:344:316,575
00:02:345:320,563
00:02:346:324,580
00:02:347:328,550
00:02:348:332,540
00:02:349:332,550
00:02:350:336,551
00:02:351:340,538
00:02:352:344,555
00:02:353:348,587
00:02:354:348,565
00:02:355:348,606
00:02:356:352,593
00:02:357:356,564
00:02:358:360,547
00:02:359:364,558
00:02:360:368,537
00:02:361:372,545
00:02:362:376,549
00:02:363:376,556
00:02:364:380,547
00:02:365:384,559
00:02:366:388,609
00:02:367:392,555
00:02:368:396,557
00:02:369:400,541
00:02:370:404,561
00:02:371:408,540
00:02:372:412,543
00:02:373:416,543
00:02:374:420,568
00:02:375:420,553
00:02:376:420,577
00:02:377:420,600
00:02:378:420,571
00:02:379:424,606
00:02:380:424,549
00:02:381:428,551
00:02:382:428,542
00:02:383:428,542
00:02:384:428,547
00:02:385:428,540
00:02:386:428,550
00:02:387:428,550
00:02:388:432,560
00:02:389:432,557
00:02:390:432,586
00:02:391:436,566
00:02:392:440,551
00:02:393:440,559
00:02:394:440,540
00:02:395:444,550
00:02:396:448,550
00:02:397:452,563
00:02:398:452,588
00:02:399:452,595
00:02:400:452,579
00:02:401:456,571
00:02:402:460,550
00:02:403:460,550
00:02:404:460,541
00:02:405:464,539
00:02:406:464,548
00:02:407:464,551
00:02:408:464,541
00:02:409:464,569
00:02:410:464,633
00:02:411:468,561
00:02:412:472,564
00:02:413:476,547
00:02:414:480,549
00:02:415:484,579
00:02:416:488,561
00:02:417:488,564
00:02:418:488,564
00:02:419:492,565
00:02:420:492,563
00:02:421:492,605
00:02:422:496,568
00:02:423:500,575
00:02:424:504,547
00:02:425:508,550
00:02:426:512,550
00:02:427:512,547
00:02:428:516,536
00:02:429:520,551
00:02:430:524,548
00:02:431:528,588
00:02:432:532,604
00:02:433:536,594
00:02:434:540,554
00:02:435:540,547
00:02:436:544,543
00:02:437:548,600
00:02:438:548,565
00:02:439:552,567
00:02:440:556,551
00:02:441:560,547
00:02:442:564,617
00:02:443:564,596
00:02:444:568,572
00:02:445:572,554
00:02:446:576,540
00:02:447:580,565
00:02:448:584,537
00:02:449:588,548
00:02:450:592,539
00:02:451:596,563
00:02:452:596,556
00:02:453:600,590
00:02:454:604,599
00:02:455:608,593
00:02:456:612,555
00:02:457:616,583
00:02:458:620,543
00:02:459:624,582
00:02:460:628,542
00:02:461:632,545
00:02:462:636,551
00:02:463:640,545
00:02:464:644,600
00:02:465:648,551
00:02:466:652,549
00:02:467:652,547
00:02:468:656,554
00:02:469:660,541
00:02:470:664,543
00:02:471:668,542
00:02:472:672,549
00:02:473:676,558
00:02:474:676,555
00:02:475:676,625
00:02:476:680,566
00:02:477:684,583
00:02:478:688,572
00:02:479:692,598
00:02:480:696,543
00:02:481:696,543
00:02:482:700,541
00:02:483:704,542
00:02:484:708,544
00:02:485:712,553
00:02:486:716,603
00:02:487:716,561
00:02:488:716,590
00:02:489:716,547
00:02:490:720,546
00:02:491:724,545
00:02:492:728,543
00:02:493:732,552
00:02:494:732,587
00:02:495:736,562
00:02:496:740,585
00:02:497:744,617
00:02:498:744,551
00:02:499:744,568
00:02:500:748,561
00:02:501:748,551
00:02:502:748,537
00:02:503:748,545
00:02:504:752,539
00:02:505:756,542
